Uf,Tipo_crime,Ocorrencias,Data
Amapá,Estupro,22,2015-05-01
Amapá,Furto de veículo,97,2015-05-01
Amapá,Homicídio doloso,17,2015-05-01
Amapá,Lesão corporal seguida de morte,0,2015-05-01
Amapá,Roubo a instituição financeira,0,2015-05-01
Amapá,Roubo de veículo,34,2015-05-01
Amapá,Roubo seguido de morte (latrocínio),4,2015-05-01
Amapá,Tentativa de homicídio,25,2015-05-01
Amapá,Estupro,37,2015-06-01
Amapá,Furto de veículo,57,2015-06-01
Amapá,Homicídio doloso,17,2015-06-01
Amapá,Lesão corporal seguida de morte,0,2015-06-01
Amapá,Roubo a instituição financeira,0,2015-06-01
Amapá,Roubo de veículo,28,2015-06-01
Amapá,Roubo seguido de morte (latrocínio),1,2015-06-01
Amapá,Tentativa de homicídio,21,2015-06-01
Amapá,Estupro,22,2015-07-01
Amapá,Furto de veículo,90,2015-07-01
Amapá,Homicídio doloso,26,2015-07-01
Amapá,Roubo a instituição financeira,1,2015-07-01
Amapá,Roubo de veículo,17,2015-07-01
Amapá,Roubo seguido de morte (latrocínio),1,2015-07-01
Amapá,Tentativa de homicídio,20,2015-07-01
Amapá,Estupro,27,2015-08-01
Amapá,Furto de veículo,89,2015-08-01
Amapá,Homicídio doloso,22,2015-08-01
Amapá,Lesão corporal seguida de morte,1,2015-08-01
Amapá,Roubo a instituição financeira,0,2015-08-01
Amapá,Roubo de veículo,25,2015-08-01
Amapá,Roubo seguido de morte (latrocínio),2,2015-08-01
Amapá,Tentativa de homicídio,19,2015-08-01
Amapá,Estupro,27,2015-09-01
Amapá,Furto de veículo,83,2015-09-01
Amapá,Homicídio doloso,13,2015-09-01
Amapá,Lesão corporal seguida de morte,1,2015-09-01
Amapá,Roubo a instituição financeira,0,2015-09-01
Amapá,Roubo de veículo,20,2015-09-01
Amapá,Roubo seguido de morte (latrocínio),0,2015-09-01
Amapá,Tentativa de homicídio,22,2015-09-01
Amapá,Estupro,34,2015-10-01
Amapá,Furto de veículo,73,2015-10-01
Amapá,Homicídio doloso,25,2015-10-01
Amapá,Lesão corporal seguida de morte,0,2015-10-01
Amapá,Roubo a instituição financeira,0,2015-10-01
Amapá,Roubo de veículo,49,2015-10-01
Amapá,Roubo seguido de morte (latrocínio),0,2015-10-01
Amapá,Tentativa de homicídio,34,2015-10-01
Amapá,Estupro,38,2015-11-01
Amapá,Furto de veículo,60,2015-11-01
Amapá,Homicídio doloso,25,2015-11-01
Amapá,Lesão corporal seguida de morte,0,2015-11-01
Amapá,Roubo a instituição financeira,1,2015-11-01
Amapá,Roubo de veículo,27,2015-11-01
Amapá,Roubo seguido de morte (latrocínio),0,2015-11-01
Amapá,Tentativa de homicídio,32,2015-11-01
Amapá,Estupro,28,2015-12-01
Amapá,Furto de veículo,73,2015-12-01
Amapá,Homicídio doloso,27,2015-12-01
Amapá,Lesão corporal seguida de morte,0,2015-12-01
Amapá,Roubo a instituição financeira,0,2015-12-01
Amapá,Roubo de veículo,12,2015-12-01
Amapá,Roubo seguido de morte (latrocínio),2,2015-12-01
Amapá,Tentativa de homicídio,30,2015-12-01
Amazonas,Estupro,68,2015-01-01
Amazonas,Furto de veículo,110,2015-01-01
Amazonas,Homicídio doloso,99,2015-01-01
Amazonas,Lesão corporal seguida de morte,2,2015-01-01
Amazonas,Roubo a instituição financeira,2,2015-01-01
Amazonas,Roubo de carga,0,2015-01-01
Amazonas,Roubo de veículo,215,2015-01-01
Amazonas,Roubo seguido de morte (latrocínio),2,2015-01-01
Amazonas,Tentativa de homicídio,44,2015-01-01
Amazonas,Estupro,72,2015-02-01
Amazonas,Furto de veículo,145,2015-02-01
Amazonas,Homicídio doloso,95,2015-02-01
Amazonas,Lesão corporal seguida de morte,0,2015-02-01
Amazonas,Roubo a instituição financeira,7,2015-02-01
Amazonas,Roubo de carga,0,2015-02-01
Amazonas,Roubo de veículo,229,2015-02-01
Amazonas,Roubo seguido de morte (latrocínio),4,2015-02-01
Amazonas,Tentativa de homicídio,40,2015-02-01
Amazonas,Estupro,72,2015-03-01
Amazonas,Furto de veículo,138,2015-03-01
Amazonas,Homicídio doloso,107,2015-03-01
Amazonas,Lesão corporal seguida de morte,0,2015-03-01
Amazonas,Roubo a instituição financeira,4,2015-03-01
Amazonas,Roubo de carga,0,2015-03-01
Amazonas,Roubo de veículo,240,2015-03-01
Amazonas,Roubo seguido de morte (latrocínio),8,2015-03-01
Amazonas,Tentativa de homicídio,50,2015-03-01
Amazonas,Estupro,72,2015-04-01
Amazonas,Furto de veículo,131,2015-04-01
Amazonas,Homicídio doloso,123,2015-04-01
Amazonas,Lesão corporal seguida de morte,1,2015-04-01
Amazonas,Roubo a instituição financeira,2,2015-04-01
Amazonas,Roubo de carga,0,2015-04-01
Amazonas,Roubo de veículo,258,2015-04-01
Amazonas,Roubo seguido de morte (latrocínio),4,2015-04-01
Amazonas,Tentativa de homicídio,44,2015-04-01
Amazonas,Estupro,61,2015-05-01
Amazonas,Furto de veículo,138,2015-05-01
Amazonas,Homicídio doloso,131,2015-05-01
Amazonas,Lesão corporal seguida de morte,2,2015-05-01
Amazonas,Roubo a instituição financeira,6,2015-05-01
Amazonas,Roubo de carga,0,2015-05-01
Amazonas,Roubo de veículo,224,2015-05-01
Amazonas,Roubo seguido de morte (latrocínio),2,2015-05-01
Amazonas,Tentativa de homicídio,33,2015-05-01
Amazonas,Estupro,64,2015-06-01
Amazonas,Furto de veículo,165,2015-06-01
Amazonas,Homicídio doloso,103,2015-06-01
Amazonas,Lesão corporal seguida de morte,0,2015-06-01
Amazonas,Roubo a instituição financeira,3,2015-06-01
Amazonas,Roubo de carga,0,2015-06-01
Amazonas,Roubo de veículo,248,2015-06-01
Amazonas,Roubo seguido de morte (latrocínio),4,2015-06-01
Amazonas,Tentativa de homicídio,17,2015-06-01
Amazonas,Estupro,63,2015-07-01
Amazonas,Furto de veículo,182,2015-07-01
Amazonas,Homicídio doloso,112,2015-07-01
Amazonas,Lesão corporal seguida de morte,1,2015-07-01
Amazonas,Roubo a instituição financeira,9,2015-07-01
Amazonas,Roubo de carga,0,2015-07-01
Amazonas,Roubo de veículo,168,2015-07-01
Amazonas,Roubo seguido de morte (latrocínio),6,2015-07-01
Amazonas,Tentativa de homicídio,23,2015-07-01
Amazonas,Estupro,85,2015-08-01
Amazonas,Furto de veículo,134,2015-08-01
Amazonas,Homicídio doloso,120,2015-08-01
Amazonas,Lesão corporal seguida de morte,0,2015-08-01
Amazonas,Roubo a instituição financeira,1,2015-08-01
Amazonas,Roubo de carga,0,2015-08-01
Amazonas,Roubo de veículo,207,2015-08-01
Amazonas,Roubo seguido de morte (latrocínio),10,2015-08-01
Amazonas,Tentativa de homicídio,38,2015-08-01
Amazonas,Estupro,41,2015-09-01
Amazonas,Furto de veículo,171,2015-09-01
Amazonas,Homicídio doloso,112,2015-09-01
Amazonas,Lesão corporal seguida de morte,1,2015-09-01
Amazonas,Roubo a instituição financeira,3,2015-09-01
Amazonas,Roubo de carga,0,2015-09-01
Amazonas,Roubo de veículo,238,2015-09-01
Amazonas,Roubo seguido de morte (latrocínio),6,2015-09-01
Amazonas,Tentativa de homicídio,26,2015-09-01
Amazonas,Estupro,64,2015-10-01
Amazonas,Furto de veículo,180,2015-10-01
Amazonas,Homicídio doloso,114,2015-10-01
Amazonas,Lesão corporal seguida de morte,0,2015-10-01
Amazonas,Roubo a instituição financeira,7,2015-10-01
Amazonas,Roubo de carga,0,2015-10-01
Amazonas,Roubo de veículo,261,2015-10-01
Amazonas,Roubo seguido de morte (latrocínio),7,2015-10-01
Amazonas,Tentativa de homicídio,31,2015-10-01
Amazonas,Estupro,54,2015-11-01
Amazonas,Furto de veículo,191,2015-11-01
Amazonas,Homicídio doloso,112,2015-11-01
Amazonas,Lesão corporal seguida de morte,0,2015-11-01
Amazonas,Roubo a instituição financeira,6,2015-11-01
Amazonas,Roubo de carga,0,2015-11-01
Amazonas,Roubo de veículo,191,2015-11-01
Amazonas,Roubo seguido de morte (latrocínio),8,2015-11-01
Amazonas,Tentativa de homicídio,25,2015-11-01
Amazonas,Estupro,40,2015-12-01
Amazonas,Furto de veículo,182,2015-12-01
Amazonas,Homicídio doloso,85,2015-12-01
Amazonas,Lesão corporal seguida de morte,1,2015-12-01
Amazonas,Roubo a instituição financeira,2,2015-12-01
Amazonas,Roubo de carga,0,2015-12-01
Amazonas,Roubo de veículo,302,2015-12-01
Amazonas,Roubo seguido de morte (latrocínio),8,2015-12-01
Amazonas,Tentativa de homicídio,23,2015-12-01
Bahia,Estupro,218,2015-01-01
Bahia,Furto de veículo,547,2015-01-01
Bahia,Homicídio doloso,480,2015-01-01
Bahia,Lesão corporal seguida de morte,9,2015-01-01
Bahia,Roubo a instituição financeira,4,2015-01-01
Bahia,Roubo de carga,40,2015-01-01
Bahia,Roubo de veículo,1290,2015-01-01
Bahia,Roubo seguido de morte (latrocínio),17,2015-01-01
Bahia,Tentativa de homicídio,253,2015-01-01
Bahia,Estupro,204,2015-02-01
Bahia,Furto de veículo,410,2015-02-01
Bahia,Homicídio doloso,399,2015-02-01
Bahia,Lesão corporal seguida de morte,6,2015-02-01
Bahia,Roubo a instituição financeira,10,2015-02-01
Bahia,Roubo de carga,27,2015-02-01
Bahia,Roubo de veículo,1235,2015-02-01
Bahia,Roubo seguido de morte (latrocínio),20,2015-02-01
Bahia,Tentativa de homicídio,205,2015-02-01
Bahia,Estupro,200,2015-03-01
Bahia,Furto de veículo,469,2015-03-01
Bahia,Homicídio doloso,539,2015-03-01
Bahia,Lesão corporal seguida de morte,12,2015-03-01
Bahia,Roubo a instituição financeira,6,2015-03-01
Bahia,Roubo de carga,35,2015-03-01
Bahia,Roubo de veículo,1418,2015-03-01
Bahia,Roubo seguido de morte (latrocínio),23,2015-03-01
Bahia,Tentativa de homicídio,283,2015-03-01
Bahia,Estupro,212,2015-04-01
Bahia,Furto de veículo,468,2015-04-01
Bahia,Homicídio doloso,490,2015-04-01
Bahia,Lesão corporal seguida de morte,10,2015-04-01
Bahia,Roubo a instituição financeira,5,2015-04-01
Bahia,Roubo de carga,36,2015-04-01
Bahia,Roubo de veículo,1353,2015-04-01
Bahia,Roubo seguido de morte (latrocínio),14,2015-04-01
Bahia,Tentativa de homicídio,256,2015-04-01
Bahia,Estupro,206,2015-05-01
Bahia,Furto de veículo,511,2015-05-01
Bahia,Homicídio doloso,446,2015-05-01
Bahia,Lesão corporal seguida de morte,8,2015-05-01
Bahia,Roubo a instituição financeira,6,2015-05-01
Bahia,Roubo de carga,53,2015-05-01
Bahia,Roubo de veículo,1367,2015-05-01
Bahia,Roubo seguido de morte (latrocínio),14,2015-05-01
Bahia,Tentativa de homicídio,248,2015-05-01
Bahia,Estupro,155,2015-06-01
Bahia,Furto de veículo,489,2015-06-01
Bahia,Homicídio doloso,373,2015-06-01
Bahia,Lesão corporal seguida de morte,12,2015-06-01
Bahia,Roubo a instituição financeira,5,2015-06-01
Bahia,Roubo de carga,51,2015-06-01
Bahia,Roubo de veículo,1190,2015-06-01
Bahia,Roubo seguido de morte (latrocínio),18,2015-06-01
Bahia,Tentativa de homicídio,233,2015-06-01
Bahia,Estupro,207,2015-07-01
Bahia,Furto de veículo,478,2015-07-01
Bahia,Homicídio doloso,459,2015-07-01
Bahia,Lesão corporal seguida de morte,9,2015-07-01
Bahia,Roubo a instituição financeira,4,2015-07-01
Bahia,Roubo de carga,28,2015-07-01
Bahia,Roubo de veículo,1247,2015-07-01
Bahia,Roubo seguido de morte (latrocínio),15,2015-07-01
Bahia,Tentativa de homicídio,235,2015-07-01
Bahia,Estupro,209,2015-08-01
Bahia,Furto de veículo,411,2015-08-01
Bahia,Homicídio doloso,421,2015-08-01
Bahia,Lesão corporal seguida de morte,7,2015-08-01
Bahia,Roubo a instituição financeira,7,2015-08-01
Bahia,Roubo de carga,33,2015-08-01
Bahia,Roubo de veículo,1086,2015-08-01
Bahia,Roubo seguido de morte (latrocínio),16,2015-08-01
Bahia,Tentativa de homicídio,226,2015-08-01
Bahia,Estupro,232,2015-09-01
Bahia,Furto de veículo,438,2015-09-01
Bahia,Homicídio doloso,382,2015-09-01
Bahia,Lesão corporal seguida de morte,7,2015-09-01
Bahia,Roubo a instituição financeira,5,2015-09-01
Bahia,Roubo de carga,35,2015-09-01
Bahia,Roubo de veículo,1028,2015-09-01
Bahia,Roubo seguido de morte (latrocínio),15,2015-09-01
Bahia,Tentativa de homicídio,217,2015-09-01
Bahia,Estupro,225,2015-10-01
Bahia,Furto de veículo,424,2015-10-01
Bahia,Homicídio doloso,470,2015-10-01
Bahia,Lesão corporal seguida de morte,16,2015-10-01
Bahia,Roubo a instituição financeira,2,2015-10-01
Bahia,Roubo de carga,29,2015-10-01
Bahia,Roubo de veículo,1073,2015-10-01
Bahia,Roubo seguido de morte (latrocínio),17,2015-10-01
Bahia,Tentativa de homicídio,245,2015-10-01
Bahia,Estupro,207,2015-11-01
Bahia,Furto de veículo,436,2015-11-01
Bahia,Homicídio doloso,468,2015-11-01
Bahia,Lesão corporal seguida de morte,15,2015-11-01
Bahia,Roubo a instituição financeira,3,2015-11-01
Bahia,Roubo de carga,40,2015-11-01
Bahia,Roubo de veículo,1079,2015-11-01
Bahia,Roubo seguido de morte (latrocínio),18,2015-11-01
Bahia,Tentativa de homicídio,233,2015-11-01
Bahia,Estupro,175,2015-12-01
Bahia,Furto de veículo,458,2015-12-01
Bahia,Homicídio doloso,495,2015-12-01
Bahia,Lesão corporal seguida de morte,14,2015-12-01
Bahia,Roubo a instituição financeira,3,2015-12-01
Bahia,Roubo de carga,29,2015-12-01
Bahia,Roubo de veículo,1085,2015-12-01
Bahia,Roubo seguido de morte (latrocínio),17,2015-12-01
Bahia,Tentativa de homicídio,210,2015-12-01
Ceará,Estupro,115,2015-01-01
Ceará,Furto de veículo,405,2015-01-01
Ceará,Homicídio doloso,413,2015-01-01
Ceará,Lesão corporal seguida de morte,1,2015-01-01
Ceará,Roubo a instituição financeira,3,2015-01-01
Ceará,Roubo de carga,23,2015-01-01
Ceará,Roubo de veículo,906,2015-01-01
Ceará,Roubo seguido de morte (latrocínio),6,2015-01-01
Ceará,Tentativa de homicídio,156,2015-01-01
Ceará,Estupro,89,2015-02-01
Ceará,Furto de veículo,380,2015-02-01
Ceará,Homicídio doloso,318,2015-02-01
Ceará,Lesão corporal seguida de morte,2,2015-02-01
Ceará,Roubo a instituição financeira,10,2015-02-01
Ceará,Roubo de carga,18,2015-02-01
Ceará,Roubo de veículo,718,2015-02-01
Ceará,Roubo seguido de morte (latrocínio),1,2015-02-01
Ceará,Tentativa de homicídio,130,2015-02-01
Ceará,Estupro,126,2015-03-01
Ceará,Furto de veículo,380,2015-03-01
Ceará,Homicídio doloso,303,2015-03-01
Ceará,Lesão corporal seguida de morte,3,2015-03-01
Ceará,Roubo a instituição financeira,6,2015-03-01
Ceará,Roubo de carga,21,2015-03-01
Ceará,Roubo de veículo,804,2015-03-01
Ceará,Roubo seguido de morte (latrocínio),7,2015-03-01
Ceará,Tentativa de homicídio,154,2015-03-01
Ceará,Estupro,95,2015-04-01
Ceará,Furto de veículo,365,2015-04-01
Ceará,Homicídio doloso,302,2015-04-01
Ceará,Lesão corporal seguida de morte,5,2015-04-01
Ceará,Roubo a instituição financeira,6,2015-04-01
Ceará,Roubo de carga,19,2015-04-01
Ceará,Roubo de veículo,853,2015-04-01
Ceará,Roubo seguido de morte (latrocínio),7,2015-04-01
Ceará,Tentativa de homicídio,157,2015-04-01
Ceará,Estupro,161,2015-05-01
Ceará,Furto de veículo,414,2015-05-01
Ceará,Homicídio doloso,306,2015-05-01
Ceará,Lesão corporal seguida de morte,2,2015-05-01
Ceará,Roubo a instituição financeira,4,2015-05-01
Ceará,Roubo de carga,23,2015-05-01
Ceará,Roubo de veículo,886,2015-05-01
Ceará,Roubo seguido de morte (latrocínio),1,2015-05-01
Ceará,Tentativa de homicídio,144,2015-05-01
Ceará,Estupro,114,2015-06-01
Ceará,Furto de veículo,466,2015-06-01
Ceará,Homicídio doloso,266,2015-06-01
Ceará,Lesão corporal seguida de morte,2,2015-06-01
Ceará,Roubo a instituição financeira,6,2015-06-01
Ceará,Roubo de carga,15,2015-06-01
Ceará,Roubo de veículo,750,2015-06-01
Ceará,Roubo seguido de morte (latrocínio),5,2015-06-01
Ceará,Tentativa de homicídio,115,2015-06-01
Ceará,Estupro,121,2015-07-01
Ceará,Furto de veículo,421,2015-07-01
Ceará,Homicídio doloso,248,2015-07-01
Ceará,Lesão corporal seguida de morte,4,2015-07-01
Ceará,Roubo a instituição financeira,6,2015-07-01
Ceará,Roubo de carga,17,2015-07-01
Ceará,Roubo de veículo,778,2015-07-01
Ceará,Roubo seguido de morte (latrocínio),5,2015-07-01
Ceará,Tentativa de homicídio,111,2015-07-01
Ceará,Estupro,143,2015-08-01
Ceará,Furto de veículo,370,2015-08-01
Ceará,Homicídio doloso,334,2015-08-01
Ceará,Lesão corporal seguida de morte,2,2015-08-01
Ceará,Roubo a instituição financeira,5,2015-08-01
Ceará,Roubo de carga,11,2015-08-01
Ceará,Roubo de veículo,686,2015-08-01
Ceará,Roubo seguido de morte (latrocínio),3,2015-08-01
Ceará,Tentativa de homicídio,147,2015-08-01
Ceará,Estupro,139,2015-09-01
Ceará,Furto de veículo,367,2015-09-01
Ceará,Homicídio doloso,317,2015-09-01
Ceará,Lesão corporal seguida de morte,2,2015-09-01
Ceará,Roubo a instituição financeira,5,2015-09-01
Ceará,Roubo de carga,17,2015-09-01
Ceará,Roubo de veículo,687,2015-09-01
Ceará,Roubo seguido de morte (latrocínio),8,2015-09-01
Ceará,Tentativa de homicídio,116,2015-09-01
Ceará,Estupro,141,2015-10-01
Ceará,Furto de veículo,413,2015-10-01
Ceará,Homicídio doloso,321,2015-10-01
Ceará,Lesão corporal seguida de morte,5,2015-10-01
Ceará,Roubo a instituição financeira,1,2015-10-01
Ceará,Roubo de carga,18,2015-10-01
Ceará,Roubo de veículo,813,2015-10-01
Ceará,Roubo seguido de morte (latrocínio),8,2015-10-01
Ceará,Tentativa de homicídio,146,2015-10-01
Ceará,Estupro,120,2015-11-01
Ceará,Furto de veículo,448,2015-11-01
Ceará,Homicídio doloso,327,2015-11-01
Ceará,Lesão corporal seguida de morte,1,2015-11-01
Ceará,Roubo a instituição financeira,5,2015-11-01
Ceará,Roubo de carga,17,2015-11-01
Ceará,Roubo de veículo,754,2015-11-01
Ceará,Roubo seguido de morte (latrocínio),6,2015-11-01
Ceará,Tentativa de homicídio,129,2015-11-01
Ceará,Estupro,90,2015-12-01
Ceará,Furto de veículo,410,2015-12-01
Ceará,Homicídio doloso,332,2015-12-01
Ceará,Lesão corporal seguida de morte,1,2015-12-01
Ceará,Roubo a instituição financeira,3,2015-12-01
Ceará,Roubo de carga,13,2015-12-01
Ceará,Roubo de veículo,776,2015-12-01
Ceará,Roubo seguido de morte (latrocínio),7,2015-12-01
Ceará,Tentativa de homicídio,124,2015-12-01
Distrito Federal,Estupro,45,2015-01-01
Distrito Federal,Furto de veículo,602,2015-01-01
Distrito Federal,Homicídio doloso,70,2015-01-01
Distrito Federal,Lesão corporal seguida de morte,2,2015-01-01
Distrito Federal,Roubo a instituição financeira,1,2015-01-01
Distrito Federal,Roubo de carga,3,2015-01-01
Distrito Federal,Roubo de veículo,522,2015-01-01
Distrito Federal,Roubo seguido de morte (latrocínio),7,2015-01-01
Distrito Federal,Tentativa de homicídio,105,2015-01-01
Distrito Federal,Estupro,47,2015-02-01
Distrito Federal,Furto de veículo,469,2015-02-01
Distrito Federal,Homicídio doloso,45,2015-02-01
Distrito Federal,Lesão corporal seguida de morte,0,2015-02-01
Distrito Federal,Roubo a instituição financeira,0,2015-02-01
Distrito Federal,Roubo de carga,2,2015-02-01
Distrito Federal,Roubo de veículo,386,2015-02-01
Distrito Federal,Roubo seguido de morte (latrocínio),3,2015-02-01
Distrito Federal,Tentativa de homicídio,73,2015-02-01
Distrito Federal,Estupro,68,2015-03-01
Distrito Federal,Furto de veículo,564,2015-03-01
Distrito Federal,Homicídio doloso,53,2015-03-01
Distrito Federal,Lesão corporal seguida de morte,1,2015-03-01
Distrito Federal,Roubo a instituição financeira,1,2015-03-01
Distrito Federal,Roubo de carga,3,2015-03-01
Distrito Federal,Roubo de veículo,465,2015-03-01
Distrito Federal,Roubo seguido de morte (latrocínio),3,2015-03-01
Distrito Federal,Tentativa de homicídio,94,2015-03-01
Distrito Federal,Estupro,45,2015-04-01
Distrito Federal,Furto de veículo,559,2015-04-01
Distrito Federal,Homicídio doloso,58,2015-04-01
Distrito Federal,Lesão corporal seguida de morte,0,2015-04-01
Distrito Federal,Roubo a instituição financeira,1,2015-04-01
Distrito Federal,Roubo de carga,2,2015-04-01
Distrito Federal,Roubo de veículo,431,2015-04-01
Distrito Federal,Roubo seguido de morte (latrocínio),2,2015-04-01
Distrito Federal,Tentativa de homicídio,91,2015-04-01
Distrito Federal,Estupro,59,2015-05-01
Distrito Federal,Furto de veículo,540,2015-05-01
Distrito Federal,Homicídio doloso,46,2015-05-01
Distrito Federal,Lesão corporal seguida de morte,0,2015-05-01
Distrito Federal,Roubo a instituição financeira,0,2015-05-01
Distrito Federal,Roubo de carga,3,2015-05-01
Distrito Federal,Roubo de veículo,406,2015-05-01
Distrito Federal,Roubo seguido de morte (latrocínio),4,2015-05-01
Distrito Federal,Tentativa de homicídio,89,2015-05-01
Distrito Federal,Estupro,48,2015-06-01
Distrito Federal,Furto de veículo,551,2015-06-01
Distrito Federal,Homicídio doloso,47,2015-06-01
Distrito Federal,Lesão corporal seguida de morte,1,2015-06-01
Distrito Federal,Roubo a instituição financeira,2,2015-06-01
Distrito Federal,Roubo de carga,4,2015-06-01
Distrito Federal,Roubo de veículo,313,2015-06-01
Distrito Federal,Roubo seguido de morte (latrocínio),6,2015-06-01
Distrito Federal,Tentativa de homicídio,62,2015-06-01
Distrito Federal,Estupro,48,2015-07-01
Distrito Federal,Furto de veículo,544,2015-07-01
Distrito Federal,Homicídio doloso,43,2015-07-01
Distrito Federal,Lesão corporal seguida de morte,0,2015-07-01
Distrito Federal,Roubo a instituição financeira,1,2015-07-01
Distrito Federal,Roubo de carga,2,2015-07-01
Distrito Federal,Roubo de veículo,325,2015-07-01
Distrito Federal,Roubo seguido de morte (latrocínio),3,2015-07-01
Distrito Federal,Tentativa de homicídio,0,2015-07-01
Distrito Federal,Estupro,50,2015-08-01
Distrito Federal,Furto de veículo,577,2015-08-01
Distrito Federal,Homicídio doloso,36,2015-08-01
Distrito Federal,Lesão corporal seguida de morte,0,2015-08-01
Distrito Federal,Roubo a instituição financeira,1,2015-08-01
Distrito Federal,Roubo de carga,1,2015-08-01
Distrito Federal,Roubo de veículo,334,2015-08-01
Distrito Federal,Roubo seguido de morte (latrocínio),1,2015-08-01
Distrito Federal,Tentativa de homicídio,0,2015-08-01
Distrito Federal,Estupro,46,2015-09-01
Distrito Federal,Furto de veículo,347,2015-09-01
Distrito Federal,Homicídio doloso,44,2015-09-01
Distrito Federal,Lesão corporal seguida de morte,0,2015-09-01
Distrito Federal,Roubo a instituição financeira,0,2015-09-01
Distrito Federal,Roubo de carga,1,2015-09-01
Distrito Federal,Roubo de veículo,342,2015-09-01
Distrito Federal,Roubo seguido de morte (latrocínio),3,2015-09-01
Distrito Federal,Tentativa de homicídio,0,2015-09-01
Distrito Federal,Estupro,54,2015-10-01
Distrito Federal,Furto de veículo,585,2015-10-01
Distrito Federal,Homicídio doloso,56,2015-10-01
Distrito Federal,Lesão corporal seguida de morte,1,2015-10-01
Distrito Federal,Roubo a instituição financeira,1,2015-10-01
Distrito Federal,Roubo de carga,4,2015-10-01
Distrito Federal,Roubo de veículo,433,2015-10-01
Distrito Federal,Roubo seguido de morte (latrocínio),6,2015-10-01
Distrito Federal,Tentativa de homicídio,0,2015-10-01
Distrito Federal,Estupro,61,2015-11-01
Distrito Federal,Furto de veículo,590,2015-11-01
Distrito Federal,Homicídio doloso,49,2015-11-01
Distrito Federal,Lesão corporal seguida de morte,1,2015-11-01
Distrito Federal,Roubo a instituição financeira,0,2015-11-01
Distrito Federal,Roubo de carga,1,2015-11-01
Distrito Federal,Roubo de veículo,440,2015-11-01
Distrito Federal,Roubo seguido de morte (latrocínio),3,2015-11-01
Distrito Federal,Tentativa de homicídio,66,2015-11-01
Distrito Federal,Estupro,54,2015-12-01
Distrito Federal,Furto de veículo,572,2015-12-01
Distrito Federal,Homicídio doloso,67,2015-12-01
Distrito Federal,Lesão corporal seguida de morte,0,2015-12-01
Distrito Federal,Roubo a instituição financeira,0,2015-12-01
Distrito Federal,Roubo de carga,5,2015-12-01
Distrito Federal,Roubo de veículo,410,2015-12-01
Distrito Federal,Roubo seguido de morte (latrocínio),4,2015-12-01
Distrito Federal,Tentativa de homicídio,96,2015-12-01
Espírito Santo,Estupro,40,2015-01-01
Espírito Santo,Furto de veículo,312,2015-01-01
Espírito Santo,Homicídio doloso,142,2015-01-01
Espírito Santo,Lesão corporal seguida de morte,2,2015-01-01
Espírito Santo,Roubo a instituição financeira,0,2015-01-01
Espírito Santo,Roubo de carga,0,2015-01-01
Espírito Santo,Roubo de veículo,284,2015-01-01
Espírito Santo,Roubo seguido de morte (latrocínio),5,2015-01-01
Espírito Santo,Tentativa de homicídio,286,2015-01-01
Espírito Santo,Estupro,25,2015-02-01
Espírito Santo,Furto de veículo,306,2015-02-01
Espírito Santo,Homicídio doloso,149,2015-02-01
Espírito Santo,Lesão corporal seguida de morte,1,2015-02-01
Espírito Santo,Roubo a instituição financeira,1,2015-02-01
Espírito Santo,Roubo de carga,1,2015-02-01
Espírito Santo,Roubo de veículo,252,2015-02-01
Espírito Santo,Roubo seguido de morte (latrocínio),2,2015-02-01
Espírito Santo,Tentativa de homicídio,261,2015-02-01
Espírito Santo,Estupro,41,2015-03-01
Espírito Santo,Furto de veículo,287,2015-03-01
Espírito Santo,Homicídio doloso,154,2015-03-01
Espírito Santo,Lesão corporal seguida de morte,0,2015-03-01
Espírito Santo,Roubo a instituição financeira,1,2015-03-01
Espírito Santo,Roubo de carga,3,2015-03-01
Espírito Santo,Roubo de veículo,306,2015-03-01
Espírito Santo,Roubo seguido de morte (latrocínio),6,2015-03-01
Espírito Santo,Tentativa de homicídio,258,2015-03-01
Espírito Santo,Estupro,49,2015-04-01
Espírito Santo,Furto de veículo,243,2015-04-01
Espírito Santo,Homicídio doloso,122,2015-04-01
Espírito Santo,Lesão corporal seguida de morte,1,2015-04-01
Espírito Santo,Roubo a instituição financeira,0,2015-04-01
Espírito Santo,Roubo de carga,5,2015-04-01
Espírito Santo,Roubo de veículo,292,2015-04-01
Espírito Santo,Roubo seguido de morte (latrocínio),1,2015-04-01
Espírito Santo,Tentativa de homicídio,224,2015-04-01
Espírito Santo,Estupro,34,2015-05-01
Espírito Santo,Furto de veículo,233,2015-05-01
Espírito Santo,Homicídio doloso,97,2015-05-01
Espírito Santo,Lesão corporal seguida de morte,3,2015-05-01
Espírito Santo,Roubo a instituição financeira,0,2015-05-01
Espírito Santo,Roubo de carga,2,2015-05-01
Espírito Santo,Roubo de veículo,254,2015-05-01
Espírito Santo,Roubo seguido de morte (latrocínio),3,2015-05-01
Espírito Santo,Tentativa de homicídio,192,2015-05-01
Espírito Santo,Estupro,36,2015-06-01
Espírito Santo,Furto de veículo,258,2015-06-01
Espírito Santo,Homicídio doloso,72,2015-06-01
Espírito Santo,Lesão corporal seguida de morte,0,2015-06-01
Espírito Santo,Roubo a instituição financeira,3,2015-06-01
Espírito Santo,Roubo de carga,2,2015-06-01
Espírito Santo,Roubo de veículo,195,2015-06-01
Espírito Santo,Roubo seguido de morte (latrocínio),2,2015-06-01
